customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-04080,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.47,5051.15,Yes
TC-04081,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),42.72,337.19,No
TC-04082,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,58.26,58.26,No
TC-04083,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,49.21,685.71,No
TC-04084,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.03,119.44,No
TC-04085,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),90.45,2303.26,Yes
TC-04086,Female,0,Yes,No,71,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,27.58,1872.65,No
TC-04087,Male,1,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,69.2,4640.62,No
TC-04088,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,71.6,326.05,No
TC-04089,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.54,396.55,Yes
TC-04090,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.94,7123.11,No
TC-04091,Female,1,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.17,144.83,Yes
TC-04092,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,102.42,3837.28,No
TC-04093,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),97.06,97.06,No
TC-04094,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,20.79,170.15,No
TC-04095,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,110.21,1260.54,No
TC-04096,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.79,6017.95,No
TC-04097,Male,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.2,4129.36,No
TC-04098,Female,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),89.35,556.42,No
TC-04099,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.48,1277.18,No
TC-04100,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),20.92,907.38,No
TC-04101,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,41.18,1325.17,No
TC-04102,Female,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.46,5047.82,No
TC-04103,Male,0,No,Yes,32,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.73,2471.07,No
TC-04104,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.13,1941.88,Yes
TC-04105,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.15,2899.52,No
TC-04106,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.98,6616.97,No
TC-04107,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.79,74.16,No
TC-04108,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.17,4655.57,No
TC-04109,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),19.26,642.92,No
TC-04110,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.99,806.66,No
TC-04111,Female,0,No,No,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.54,1193.59,No
TC-04112,Female,1,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),96.74,6501.23,No
TC-04113,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),42.93,1030.92,No
TC-04114,Female,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.71,810.74,No
TC-04115,Female,1,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),110.64,6068.58,No
TC-04116,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,105.27,No
TC-04117,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.78,1330.5,No
TC-04118,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.05,901.89,No
TC-04119,Female,1,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.28,2975.45,No
TC-04120,Female,1,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.01,5896.5,Yes
TC-04121,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.74,7493.17,No
TC-04122,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),87.49,3511.85,Yes
TC-04123,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.63,1348.38,No
TC-04124,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),34.68,1138.54,Yes
TC-04125,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,93.54,3496.29,No
TC-04126,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.09,2374.08,Yes
TC-04127,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.17,4684.79,No
TC-04128,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,95.11,6519.76,No
TC-04129,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,97.44,5612.7,No
TC-04130,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),84.24,4933.66,No
TC-04131,Male,1,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),91.58,2233.2,Yes
TC-04132,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,29.6,700.3,Yes
TC-04133,Female,0,No,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,50.92,1928.4,No
TC-04134,Female,0,Yes,No,10,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,63.81,721.31,No
TC-04135,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.43,664.9,No
TC-04136,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.77,637.45,Yes
TC-04137,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.5,1461.95,Yes
TC-04138,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.36,2743.11,No
TC-04139,Male,1,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),57.44,169.76,No
TC-04140,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),25.25,288.44,No
TC-04141,Female,1,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),114.94,5288.66,Yes
TC-04142,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.62,466.21,No
TC-04143,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21.9,1220.52,No
TC-04144,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.92,1666.78,No
TC-04145,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),89.28,895.05,No
TC-04146,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.99,2551.36,No
TC-04147,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.34,2950.65,No
TC-04148,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.33,5045.03,Yes
TC-04149,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,79.47,5030.49,No
TC-04150,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.89,1720.5,No
TC-04151,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.12,3408.31,No
TC-04152,Female,1,No,Yes,35,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,45.47,1630.01,No
TC-04153,Male,1,No,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.58,975.57,Yes
TC-04154,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,94.43,5252.93,No
TC-04155,Male,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,48.25,107.75,No
TC-04156,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),46.25,2280.48,No
TC-04157,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,90.67,2531.5,No
TC-04158,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.84,1038.17,No
TC-04159,Female,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,31.88,1282.14,No
TC-04160,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),72.57,1924.4,No
TC-04161,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.32,5813.82,No
TC-04162,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.13,2697.36,No
TC-04163,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.42,4492.82,No
TC-04164,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.49,448.62,Yes
TC-04165,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.78,3853.08,No
TC-04166,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,42.0,324.42,No
TC-04167,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),46.13,801.48,No
TC-04168,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,95.37,1479.98,No
TC-04169,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.79,1339.8,No
TC-04170,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.74,7603.44,No
TC-04171,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,3491.58,Yes
TC-04172,Male,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.74,811.88,Yes
TC-04173,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),76.39,3552.22,No
TC-04174,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,96.63,3689.84,No
TC-04175,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,61.42,304.72,Yes
TC-04176,Male,1,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.67,2233.02,Yes
TC-04177,Male,1,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,84.19,1484.97,Yes
TC-04178,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),108.19,4695.44,No
TC-04179,Female,0,No,No,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,21.48,752.84,No
TC-04180,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,28.89,1508.58,Yes
TC-04181,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,87.06,4786.41,No
TC-04182,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.44,897.12,No
TC-04183,Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.77,5786.8,No
TC-04184,Male,0,Yes,No,25,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,40.77,1032.83,No
TC-04185,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.83,2278.37,Yes
TC-04186,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.81,1647.45,Yes
TC-04187,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,30.29,115.06,Yes
TC-04188,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.94,5838.24,No
TC-04189,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,97.22,3706.86,No
TC-04190,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,96.11,263.14,No
TC-04191,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.69,5017.79,No
TC-04192,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),20.13,922.42,Yes
TC-04193,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.46,4024.87,Yes
TC-04194,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,93.1,2348.98,No
TC-04195,Male,0,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.67,1518.78,No
TC-04196,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.53,4356.12,No
TC-04197,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),110.95,4242.53,Yes
TC-04198,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),93.29,3547.35,No
TC-04199,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.76,3387.73,No
TC-04200,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,48.99,1151.66,No
TC-04201,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,81.65,2746.57,No
TC-04202,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.44,1804.32,No
TC-04203,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.78,1944.65,Yes
TC-04204,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),93.54,2007.63,No
TC-04205,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.92,1032.05,No
TC-04206,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.78,1718.46,No
TC-04207,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.87,1866.04,No
TC-04208,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.99,841.03,No
TC-04209,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.65,1302.04,No
TC-04210,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.66,1561.34,No
TC-04211,Male,1,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.78,357.51,Yes
TC-04212,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,41.36,1817.55,No
TC-04213,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.22,626.75,No
TC-04214,Male,1,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.17,2545.95,Yes
TC-04215,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.94,272.99,No
TC-04216,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),112.65,3511.57,Yes
TC-04217,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,64.72,579.31,No
TC-04218,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,81.73,3860.02,No
TC-04219,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,21.04,1467.21,No
TC-04220,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.92,2656.55,No
TC-04221,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.21,3203.7,No
TC-04222,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,49.23,1640.88,Yes
TC-04223,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.14,174.06,No
TC-04224,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),38.11,1659.34,No
TC-04225,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,64.66,3416.7,No
TC-04226,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.1,737.32,Yes
TC-04227,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,41.45,1222.02,No
TC-04228,Female,1,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.95,2464.32,Yes
TC-04229,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,39.47,1866.09,No
TC-04230,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),29.69,1020.01,No
TC-04231,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.38,1306.2,No
TC-04232,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,116.87,3590.38,Yes
TC-04233,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.69,1156.34,Yes
TC-04234,Female,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.35,3531.62,No
TC-04235,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.11,1524.98,No
TC-04236,Female,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,114.46,7723.36,No
TC-04237,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),107.11,4375.97,No
TC-04238,Male,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,41.77,1767.16,No
TC-04239,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,26.47,310.62,No
TC-04240,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,61.79,61.79,Yes
TC-04241,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),28.09,1536.68,No
TC-04242,Male,1,No,Yes,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,105.11,4116.05,No
TC-04243,Female,1,No,Yes,45,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.38,4029.8,No
TC-04244,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,112.38,2375.1,No
TC-04245,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.95,3824.31,No
TC-04246,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.44,1506.72,No
TC-04247,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,68.06,3531.42,No
TC-04248,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.08,2203.63,No
TC-04249,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.31,1027.44,No
TC-04250,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.87,7516.75,No
TC-04251,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.05,465.48,Yes
TC-04252,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,24.24,196.06,No
TC-04253,Male,1,No,No,16,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,90.57,1399.63,No
TC-04254,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,28.07,1081.07,No
TC-04255,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,57.06,3834.16,No
